EMPLOYER_CANONICAL,total_filings,mba_relevant_filings,certified,new_position_share,median_annual_wage,any_willful_violator,any_h1b_dependent,mba_share
"Amneal Pharmaceuticals, LLC",57,11,1.0,0.2631578947368421,105000.0,False,False,0.19298245614035087
ITG TECHNOLOGIES INC,57,11,1.0,0.3333333333333333,103834.0,False,False,0.19298245614035087
"Munich Re America Services, Inc.",57,11,1.0,0.2982456140350877,136875.0,False,False,0.19298245614035087
Parker Hannifin Corporation,57,11,1.0,0.3157894736842105,113869.5,False,False,0.19298245614035087
SVASTHA INFOTECH INC,57,11,1.0,0.9649122807017544,86500.0,False,False,0.19298245614035087
"Illumio, Inc.",83,16,1.0,0.7108433734939759,172931.0,False,False,0.1927710843373494
Lam Research Corporation,462,89,0.9978354978354979,0.577922077922078,137093.0,False,False,0.19264069264069264
Grubhub Holdings Inc.,78,15,1.0,0.15384615384615385,168500.0,False,False,0.19230769230769232
JetBlue Airways,52,10,0.9807692307692307,0.28846153846153844,142176.0,False,False,0.19230769230769232
Selsoft Inc,52,10,1.0,0.38461538461538464,90000.0,False,False,0.19230769230769232
"Hitachi Rail STS USA, Inc.",73,14,1.0,0.2602739726027397,135000.0,False,False,0.1917808219178082
"MONGODB, INC.",262,50,1.0,0.6374045801526718,187423.0,False,False,0.19083969465648856
"Rocket Mortgage, LLC",126,24,1.0,0.2619047619047619,108278.5,False,False,0.19047619047619047
SAS Institute Inc.,84,16,1.0,0.3333333333333333,132205.0,False,False,0.19047619047619047
CLOUD ANALYTICS TECHNOLOGIES LLC,63,12,1.0,0.2698412698412698,,False,False,0.19047619047619047
"Insurance Services Office, Inc",248,47,0.9959677419354839,0.2903225806451613,125200.0,False,False,0.18951612903225806
"CoreWeave, Inc.",95,18,1.0,0.9578947368421052,201000.0,False,False,0.18947368421052632
Pilot Technologies LLC,74,14,1.0,0.6486486486486487,92000.0,False,False,0.1891891891891892
"Proofpoint, Inc.",74,14,1.0,0.24324324324324326,171011.0,False,False,0.1891891891891892
"AECOM Technical Services, Inc.",445,84,1.0,0.4898876404494382,98332.0,False,False,0.18876404494382024
"Valeo North America, Inc.",106,20,1.0,0.330188679245283,124424.0,False,False,0.18867924528301888
Masimo Corporation,53,10,1.0,0.4528301886792453,125742.5,False,False,0.18867924528301888
"Moderna Services, Inc.",69,13,1.0,0.2898550724637681,142000.0,False,False,0.18840579710144928
"Nextdoor, Inc.",69,13,1.0,0.782608695652174,190000.0,False,False,0.18840579710144928
"Delta Air Lines, Inc.",239,45,1.0,0.2594142259414226,143572.97999999998,False,False,0.18828451882845187
"Amdocs, Inc.",186,35,1.0,0.4946236559139785,127878.0,False,False,0.1881720430107527
"AUDIBLE, INC.",303,57,1.0,0.40264026402640263,160000.0,False,False,0.18811881188118812
Standard & Poor's Financial Services LLC,101,19,1.0,0.40594059405940597,151749.5,False,False,0.18811881188118812
LTM Limited,218,41,1.0,0.5458715596330275,,False,False,0.18807339449541285
"DaVita, Inc.",128,24,1.0,0.3671875,117426.5,False,False,0.1875
STV Incorporated,187,35,1.0,0.732620320855615,84614.0,False,False,0.18716577540106952
Agility Robotics Inc.,59,11,1.0,0.9152542372881356,188000.0,False,False,0.1864406779661017
ACTIVISION PUBLISHING INC,102,19,1.0,0.5392156862745098,134658.5,False,False,0.18627450980392157
"Plaid, Inc.",70,13,1.0,0.6285714285714286,188944.0,False,False,0.18571428571428572
Penske Truck Leasing Co LP,124,23,0.9919354838709677,0.49193548387096775,128898.5,False,False,0.18548387096774194
Humana Inc.,545,101,0.998165137614679,0.3577981651376147,130923.2,False,False,0.1853211009174312
"Discord, Inc.",81,15,1.0,0.7037037037037037,235000.0,False,False,0.18518518518518517
"Figma, Inc.",119,22,1.0,0.6974789915966386,201845.0,False,False,0.18487394957983194
Archer Aviation Inc.,92,17,0.9891304347826086,1.0,189280.0,False,False,0.18478260869565216
DXC Technology Services LLC,92,17,1.0,0.5108695652173914,124000.0,False,False,0.18478260869565216
"Interactive Communications International, Inc.",65,12,1.0,0.12307692307692308,125424.0,False,False,0.18461538461538463
"ADP, Inc.",103,19,0.9902912621359223,0.5242718446601942,119142.0,False,False,0.18446601941747573
"NewQuest, LLC",60,11,1.0,1.0,141484.605,False,False,0.18333333333333332
"W.W. Grainger, Inc.",60,11,1.0,0.5166666666666667,144458.47,False,False,0.18333333333333332
"Cohesity, Inc.",213,39,0.9953051643192489,0.41784037558685444,163200.0,False,False,0.18309859154929578
AGILISIUM CONSULTING LLC,71,13,1.0,0.8169014084507042,124800.0,False,False,0.18309859154929578
Hudson River Trading LLC,71,13,1.0,0.5774647887323944,185000.0,False,False,0.18309859154929578
Unisys Corporation,71,13,1.0,0.5492957746478874,123656.0,False,False,0.18309859154929578
"Medidata Solutions, Inc.",110,20,1.0,0.16363636363636364,163626.96000000002,False,False,0.18181818181818182
Georgia-Pacific LLC,88,16,1.0,0.36363636363636365,140000.0,False,False,0.18181818181818182
VIRTUAL REALITY TECHNOLOGIES LLC,55,10,1.0,0.5454545454545454,,False,False,0.18181818181818182
The Guardian Life Insurance Company of America,105,19,1.0,0.2761904761904762,150397.0,False,False,0.18095238095238095
Mastercard,1002,181,1.0,0.2465069860279441,119237.5,False,False,0.18063872255489022
City of Hope National Medical Center,72,13,1.0,0.5277777777777778,120000.0,False,False,0.18055555555555555
UST Global Inc,1376,248,1.0,0.4120639534883721,109000.0,False,False,0.18023255813953487
"Citizens Financial Group, Inc.",328,59,1.0,0.3628048780487805,128639.0,False,False,0.1798780487804878
"Financial Industry Regulatory Authority, Inc.",89,16,1.0,0.29213483146067415,148221.0,False,False,0.1797752808988764
"FedEx Dataworks, Inc.",240,43,1.0,0.32083333333333336,123552.0,False,False,0.17916666666666667
LTIMindtree Limited,3802,681,1.0,0.30010520778537614,105997.0,False,False,0.1791162546028406
CEREBRAS SYSTEMS INC.,67,12,1.0,0.9104477611940298,215592.0,False,False,0.1791044776119403
"St. Jude Medical, Cardiology Division, Inc.",179,32,1.0,0.41899441340782123,120000.0,False,False,0.1787709497206704
Hitachi Digital Services LLC,207,37,1.0,0.3526570048309179,105997.0,False,False,0.178743961352657
"Illumina, Inc.",207,37,1.0,0.2608695652173913,135949.0,False,False,0.178743961352657
"eviCore healthcare MSI, LLC",84,15,1.0,0.08333333333333333,122803.0,False,False,0.17857142857142858
ARTIFICIAL INTELLIGENCE LLC,56,10,1.0,0.6428571428571429,,False,False,0.17857142857142858
Anagh Technologies Inc,56,10,1.0,0.7321428571428571,112320.0,False,False,0.17857142857142858
CNN IT Corp Inc.,56,10,1.0,0.44642857142857145,92000.0,False,False,0.17857142857142858
"Turo, Inc.",56,10,1.0,0.5357142857142857,185937.0,False,False,0.17857142857142858
"ZENITH INFOTEK, LLC",56,10,1.0,0.5178571428571429,99736.0,False,False,0.17857142857142858
Akshaya Inc.,73,13,1.0,0.2602739726027397,120000.0,False,False,0.1780821917808219
"Applied Optoelectronics, Inc.",73,13,1.0,0.9178082191780822,79996.8,False,False,0.1780821917808219
"Charter Communications, Inc.",1051,187,0.9971455756422455,0.08087535680304472,118162.0,False,False,0.1779257849666984
EATEAM INC,90,16,1.0,0.5222222222222223,90001.6,False,False,0.17777777777777778
"Emory Healthcare, Inc.",90,16,1.0,0.45555555555555555,87193.6,False,False,0.17777777777777778
"Lucid USA, Inc.",1092,194,1.0,0.6062271062271062,142854.0,False,False,0.17765567765567766
"PHOTON INFOTECH, INC.",417,74,1.0,0.539568345323741,111512.5,False,False,0.1774580335731415
"Zions Bancorporation, N.A.",124,22,1.0,0.3387096774193548,120682.0,False,False,0.1774193548387097
"SQUAD SOFTWARE, INC.",265,47,1.0,0.7018867924528301,93000.0,False,False,0.17735849056603772
Intellyk Inc.,85,15,1.0,0.6,85000.0,False,False,0.17647058823529413
Kaseya US LLC,68,12,1.0,0.8382352941176471,103893.0,False,False,0.17647058823529413
"ZipHQ, Inc.",68,12,1.0,0.7941176470588235,190000.0,False,False,0.17647058823529413
INFOSTRETCH CORPORATION,176,31,1.0,0.4602272727272727,115000.0,False,False,0.17613636363636365
Consultadd Inc.,108,19,1.0,0.3425925925925926,103709.0,False,False,0.17592592592592593
"athenahealth, Inc.",148,26,1.0,0.25675675675675674,147950.0,False,False,0.17567567567567569
SK Hynix NAND Product Solutions Corp,188,33,0.9946808510638298,0.22340425531914893,142022.0,False,False,0.17553191489361702
SONY INTERACTIVE ENTERTAINMENT LLC,342,60,1.0,0.3508771929824561,158900.0,False,False,0.17543859649122806
Beacon Hill Solutions Group LLC,246,43,1.0,0.8536585365853658,106080.0,False,False,0.17479674796747968
New York Independent System Operator,63,11,1.0,0.5714285714285714,111404.88,False,False,0.1746031746031746
"ServiceTitan, Inc.",92,16,1.0,0.42391304347826086,177300.0,False,False,0.17391304347826086
"PayPal Data Services, Inc.",69,12,1.0,0.4782608695652174,156397.71000000002,False,False,0.17391304347826086
Cardinal Health,259,45,1.0,0.3436293436293436,120598.0,False,False,0.17374517374517376
University of Notre Dame du Lac,196,34,1.0,0.5714285714285714,83190.0,False,False,0.17346938775510204
"Sonos, Inc.",75,13,1.0,0.22666666666666666,134000.0,False,False,0.17333333333333334
Wipro,3994,691,1.0,0.3740610916374562,89898.0,False,False,0.17300951427140712
Stanford Health Care,174,30,1.0,0.39655172413793105,126712.0,False,False,0.1724137931034483
"Aeva, Inc.",58,10,1.0,0.5,181847.04,False,False,0.1724137931034483
Quanta Technology LLC,58,10,1.0,0.7931034482758621,114950.0,False,False,0.1724137931034483
"VIRTUSA CONSULTING SERVICES PVT., LTD",192,33,1.0,0.005208333333333333,119600.0,False,False,0.171875
Rheem Manufacturing Company,64,11,1.0,0.59375,106832.215,False,False,0.171875
Panasonic Avionics Corporation,105,18,1.0,0.5142857142857142,155000.0,False,False,0.17142857142857143
"WarnerMedia Services, LLC",105,18,1.0,0.3904761904761905,167730.13,False,False,0.17142857142857143
Merkle Inc.,70,12,1.0,0.5714285714285714,119038.0,False,False,0.17142857142857143
"AGILENT TECHNOLOGIES, INC.",76,13,1.0,0.39473684210526316,160260.55,False,False,0.17105263157894737
"H. LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE, INC.",123,21,1.0,0.5447154471544715,79623.0,False,False,0.17073170731707318
Coforge Limited,606,103,0.9983498349834984,0.5115511551155115,105997.0,False,False,0.16996699669966997
"Moss & Associates, LLC",106,18,1.0,0.5471698113207547,75600.0,False,False,0.16981132075471697
Prabhav Services Inc,59,10,1.0,0.7288135593220338,100000.0,False,False,0.1694915254237288
"Thumbtack, Inc.",65,11,1.0,0.47692307692307695,185000.0,False,False,0.16923076923076924
"EPAM Systems, Inc.",201,34,1.0,0.34328358208955223,115000.0,False,False,0.1691542288557214
Bristol-Myers Squibb Company,426,72,1.0,0.4765258215962441,149954.7,False,False,0.16901408450704225
"GE ENERGY MANAGEMENT SERVICES, LLC",83,14,1.0,0.3493975903614458,141150.0,False,False,0.1686746987951807
"LiveRamp, Inc.",83,14,0.9879518072289156,0.5903614457831325,159483.125,False,False,0.1686746987951807
Lennox International Inc.,89,15,1.0,0.4606741573033708,118000.0,False,False,0.16853932584269662
"Woven by Toyota, U.S., Inc.",113,19,1.0,0.6106194690265486,206248.0,False,False,0.168141592920354
Dematic Corp.,102,17,1.0,0.39215686274509803,104749.0,False,False,0.16666666666666666
Aptiv Corporation,96,16,1.0,0.20833333333333334,119816.5,False,False,0.16666666666666666
Wise Equation Solutions Inc,72,12,1.0,0.19444444444444445,101358.5,False,False,0.16666666666666666
X Corp.,72,12,0.9583333333333334,0.6944444444444444,190000.0,False,False,0.16666666666666666
"iLink Systems, Inc.",66,11,1.0,0.3939393939393939,112923.0,False,False,0.16666666666666666
"Pearson Education, Inc.",60,10,1.0,0.31666666666666665,140530.075,False,False,0.16666666666666666
Hewlett Packard Enterprise Company,1033,172,1.0,0.44724104549854793,136989.0,False,False,0.1665053242981607
KLA Corporation,637,106,1.0,0.543171114599686,150227.0,False,False,0.1664050235478807
DFS Corporate Services LLC,487,81,0.997946611909651,0.12525667351129363,126000.0,False,False,0.16632443531827515
Apple Inc.,11999,1994,0.9995832986082174,0.40520043336944744,175800.0,False,False,0.16618051504292025
"FIS Management Services, LLC",916,152,0.9956331877729258,0.3875545851528384,132000.0,False,False,0.16593886462882096
Ericsson Inc.,223,37,1.0,0.20179372197309417,126506.5,False,False,0.16591928251121077
Populus Group LLC,615,102,1.0,0.7772357723577236,128897.59999999999,False,False,0.16585365853658537
"LexisNexis Risk Solutions FL, Inc.",205,34,1.0,0.28292682926829266,120000.0,False,False,0.16585365853658537
"Fortinet, Inc.",296,49,0.9966216216216216,0.34121621621621623,152855.0,False,False,0.16554054054054054
"Upstart Network, Inc.",115,19,1.0,0.6173913043478261,179300.0,False,False,0.16521739130434782
"Optum Services, Inc.",999,165,0.998998998998999,0.16616616616616617,125288.0,False,False,0.16516516516516516
NVIDIA Corporation,4356,719,0.9990817263544536,0.6767676767676768,185155.0,False,False,0.1650596877869605
"Iris Software, Inc",206,34,1.0,0.5679611650485437,120000.0,False,False,0.1650485436893204
TOPSYS IT SOLUTIONS LLC,85,14,1.0,0.5058823529411764,92040.0,False,False,0.16470588235294117
Toyota Material Handling Inc.,85,14,1.0,0.7058823529411765,100846.5,False,False,0.16470588235294117
"Intercontinental Exchange Holdings, Inc.",401,66,1.0,0.48129675810473815,119100.0,False,False,0.16458852867830423
XORIANT CORPORATION,152,25,1.0,0.5,117520.0,False,False,0.16447368421052633
"Shipt, Inc.",73,12,1.0,0.2328767123287671,149500.0,False,False,0.1643835616438356
Stryker Corporation,159,26,0.9937106918238994,0.33962264150943394,136136.0,False,False,0.16352201257861634
CNH Industrial America LLC,129,21,1.0,0.3798449612403101,115650.0,False,False,0.16279069767441862
PFIZER INC.,129,21,1.0,0.21705426356589147,103272.0,False,False,0.16279069767441862
United Services Automobile Association,339,55,1.0,0.29793510324483774,137649.2,False,False,0.16224188790560473
Sysintelli Inc.,148,24,0.9932432432432432,0.5675675675675675,106000.0,False,False,0.16216216216216217
"Relevantz Technology Services, Inc.",111,18,1.0,0.1981981981981982,108250.0,False,False,0.16216216216216217
Level 3 Communications LLC,74,12,1.0,0.3783783783783784,119608.06,False,False,0.16216216216216217
"Wabtec US Rail, Inc.",74,12,0.9864864864864865,0.2702702702702703,128544.0,False,False,0.16216216216216217
"Centene Management Company, LLC",223,36,1.0,0.13004484304932734,132672.92,False,False,0.16143497757847533
"Dolby Laboratories, Inc.",62,10,1.0,0.6612903225806451,143068.0,False,False,0.16129032258064516
Exelon Business Services Company LLC,62,10,1.0,0.4032258064516129,124738.0,False,False,0.16129032258064516
Pilot Travel Centers LLC,62,10,1.0,0.4032258064516129,129000.0,False,False,0.16129032258064516
"Juniper Networks, Inc.",267,43,1.0,0.3707865168539326,149365.0,False,False,0.16104868913857678
Zoox Inc.,652,105,0.9984662576687117,0.5766871165644172,171000.0,False,False,0.16104294478527606
"AvidXchange, Inc.",81,13,0.9876543209876543,0.43209876543209874,140000.0,False,False,0.16049382716049382
Hughes Network Systems LLC,187,30,0.9946524064171123,0.33689839572192515,119099.35,False,False,0.16042780748663102
Texas Instruments Incorporated,362,58,0.9972375690607734,0.48342541436464087,137711.06,False,False,0.16022099447513813
CGI Technologies and Solutions Inc.,1313,210,1.0,0.6207159177456207,115130.0,False,False,0.15993907083015993
"Databricks, Inc.",847,135,0.9988193624557261,0.6174734356552538,166962.0,False,False,0.15938606847697756
"ITC INFOTECH (USA), INC.",113,18,1.0,0.5663716814159292,99070.0,False,False,0.1592920353982301
Hilton Domestic Operating Company Inc.,88,14,1.0,0.09090909090909091,148703.0,False,False,0.1590909090909091
"INTRAEDGE, INC.",321,51,1.0,0.7289719626168224,106000.0,False,False,0.1588785046728972
"NC Health Affiliates, LLC",63,10,1.0,0.1746031746031746,127365.47,False,False,0.15873015873015872
VSION TECHNOLOGIES INC,101,16,1.0,0.3069306930693069,109412.8,False,False,0.15841584158415842
"Arcadis U.S., Inc.",203,32,0.9950738916256158,0.5812807881773399,97302.0,False,False,0.15763546798029557
Federal National Mortgage Association,70,11,1.0,0.21428571428571427,149000.0,False,False,0.15714285714285714
Pantar Solutions Inc,70,11,1.0,0.2857142857142857,115000.0,False,False,0.15714285714285714
Quantum Integrators Group LLC,83,13,1.0,0.6144578313253012,103925.0,False,False,0.1566265060240964
Avanade Inc.,96,15,1.0,0.28125,146000.0,False,False,0.15625
"Grid Dynamics Holdings, Inc.",64,10,1.0,0.609375,136000.0,False,False,0.15625
"COPART, INC",154,24,1.0,0.512987012987013,116737.83,False,False,0.15584415584415584
Total System Services LLC,122,19,1.0,0.13114754098360656,119099.5,False,False,0.1557377049180328
Eaton Corporation,239,37,1.0,0.7154811715481172,120000.0,False,False,0.15481171548117154
"Cloudera, Inc.",84,13,1.0,0.23809523809523808,186075.0,False,False,0.15476190476190477
Experian Information Solutions Inc.,149,23,1.0,0.35570469798657717,157145.37,False,False,0.15436241610738255
"Yash Technologies, Inc",169,26,1.0,0.5680473372781065,113000.0,False,False,0.15384615384615385
"Itron, Inc.",91,14,1.0,0.5604395604395604,117512.5,False,False,0.15384615384615385
Tencent America LLC,91,14,1.0,0.7472527472527473,165600.0,False,False,0.15384615384615385
"SEL Engineering Services, Inc.",98,15,1.0,0.4897959183673469,118184.0,False,False,0.15306122448979592
BEACONFIRE STAFFING SOLUTIONS INC.,242,37,1.0,0.8099173553719008,80995.2,False,False,0.15289256198347106
"Asurion, LLC",158,24,1.0,0.22151898734177214,156723.84,False,False,0.1518987341772152
Hector Systems Inc,66,10,1.0,0.7121212121212122,99091.0,False,False,0.15151515151515152
Mott MacDonald Group Inc.,66,10,1.0,0.696969696969697,96138.0,False,False,0.15151515151515152
SIRITEK INC,66,10,1.0,0.21212121212121213,105997.0,False,False,0.15151515151515152
"Cotiviti, Inc.",344,52,1.0,0.4273255813953488,118645.5,False,False,0.1511627906976744
"The Vanguard Group, Inc.",470,71,1.0,0.20425531914893616,147784.76,False,False,0.15106382978723404
Catalent Pharma Solutions,126,19,1.0,0.6984126984126984,100000.0,False,False,0.15079365079365079
"Arista Networks, Inc.",325,49,0.9969230769230769,0.4369230769230769,136011.0,False,False,0.15076923076923077
"Terracon Consultants, Inc.",133,20,1.0,0.6090225563909775,85500.0,False,False,0.15037593984962405
WSP USA Inc.,527,79,1.0,0.5692599620493358,100880.0,False,False,0.14990512333965844
"Genentech, Inc.",287,43,1.0,0.5226480836236934,138944.0,False,False,0.14982578397212543
Starbucks Coffee Company,314,47,1.0,0.2770700636942675,156998.4,False,False,0.14968152866242038
"Together Computer, Inc.",67,10,1.0,0.9104477611940298,211432.0,False,False,0.14925373134328357
"TORC Robotics, Inc.",168,25,1.0,0.6845238095238095,164600.0,False,False,0.1488095238095238
McDonald's Corporation,121,18,1.0,0.48760330578512395,161000.0,False,False,0.1487603305785124
Roblox Corporation,444,66,1.0,0.6418918918918919,257520.0,False,False,0.14864864864864866
"Applied Intuition, Inc.",229,34,1.0,0.8253275109170306,200000.0,False,False,0.14847161572052403
TSMC Arizona Corporation,270,40,1.0,0.8592592592592593,104000.0,False,False,0.14814814814814814
"Red Hat, Inc.",277,41,1.0,0.5234657039711191,137983.0,False,False,0.148014440433213
"Birlasoft Solutions, Inc.",196,29,1.0,0.3469387755102041,105227.0,False,False,0.14795918367346939
"ASTIR IT SOLUTIONS, INC",176,26,1.0,0.2784090909090909,97000.0,False,False,0.14772727272727273
Bayer Research and Development Services LLC,122,18,1.0,0.38524590163934425,128807.76,False,False,0.14754098360655737
WGU Corporation,95,14,1.0,0.6526315789473685,151610.0,False,False,0.14736842105263157
Microsoft Corporation,14461,2123,0.9999308484890395,0.31705967775395894,170440.0,False,False,0.14680865776917226
ATOS SYNTEL INC,430,63,1.0,0.24883720930232558,96657.59999999999,False,False,0.14651162790697675
MERRILL LYNCH,82,12,1.0,0.036585365853658534,152131.0,False,False,0.14634146341463414
"C3.ai, Inc.",171,25,1.0,0.6666666666666666,155000.0,False,False,0.14619883040935672
LEAR CORPORATION,69,10,1.0,0.463768115942029,118477.5,False,False,0.14492753623188406
Google LLC,16421,2377,0.998416661591864,0.6179282625905852,184000.0,False,False,0.1447536690822727
Bahwan Cybertek Inc.,76,11,1.0,0.5921052631578947,68000.0,False,False,0.14473684210526316
Narvee Tech Inc,76,11,1.0,0.8026315789473685,84094.0,False,False,0.14473684210526316
Sathram Corporation,83,12,1.0,0.27710843373493976,98405.0,False,False,0.14457831325301204
Synchrony Bank,139,20,1.0,0.28776978417266186,148500.0,False,False,0.14388489208633093
"Meta Platforms, Inc",11908,1706,0.999916022841787,0.5454316425932146,203350.0,False,False,0.14326503191132012
"Fiserv Solutions, LLC",727,104,0.9986244841815681,0.33012379642365886,136200.0,False,False,0.14305364511691884
Gainwell Technologies LLC,140,20,1.0,0.4357142857142857,105997.0,False,False,0.14285714285714285
Amarthy IT Solutions LLC,126,18,1.0,1.0,85384.0,False,False,0.14285714285714285
"CoStar Realty Information, Inc.",77,11,1.0,0.2597402597402597,172641.58,False,False,0.14285714285714285
"Kelly Services, Inc.",120,17,1.0,0.6166666666666667,110192.8,False,False,0.14166666666666666
Eli Lilly and Company,833,118,1.0,0.6074429771908764,132000.0,False,False,0.14165666266506602
Cruise LLC,113,16,1.0,0.22123893805309736,208250.0,False,False,0.1415929203539823
Unity Technologies SF,99,14,1.0,0.5050505050505051,164000.0,False,False,0.1414141414141414
Kelith Group Inc,92,13,1.0,0.5,89835.0,False,False,0.14130434782608695
DIGITAL DATUM INC,85,12,1.0,0.5529411764705883,106000.0,False,False,0.1411764705882353
"ModernaTX, Inc.",163,23,0.9815950920245399,0.4049079754601227,122325.0,False,False,0.1411042944785276
FACTORY MUTUAL INSURANCE COMPANY,78,11,1.0,0.1794871794871795,130790.0,False,False,0.14102564102564102
Northwestern Mutual Life Insurance Company,227,32,0.9955947136563876,0.19823788546255505,132907.5,False,False,0.14096916299559473
White & Case LLP,213,30,1.0,0.7417840375586855,235000.0,False,False,0.14084507042253522
"Rockwell Automation, Inc.",142,20,1.0,0.323943661971831,130192.23000000001,False,False,0.14084507042253522
"Micron Technology, Inc.",1038,146,1.0,0.5452793834296724,127020.0,False,False,0.14065510597302505
MAHAUGHA LLC,128,18,1.0,0.4140625,95493.0,False,False,0.140625
"Netflix, Inc.",676,95,1.0,0.6997041420118343,226158.0,False,False,0.14053254437869822
Birlasoft Inc,299,42,1.0,0.391304347826087,103418.0,False,False,0.14046822742474915
"TEKsystems Global Services, LLC",129,18,1.0,0.31007751937984496,133120.0,False,False,0.13953488372093023
INFOTECH PRISM LLC,86,12,1.0,0.47674418604651164,105227.0,False,False,0.13953488372093023
Symbotic LLC,115,16,1.0,0.5478260869565217,152065.5,False,False,0.1391304347826087
"Logging-in.com, LLC",108,15,1.0,0.9259259259259259,85000.0,False,False,0.1388888888888889
NEXUS IT INC,101,14,1.0,0.2079207920792079,99133.0,False,False,0.13861386138613863
"Nan, Inc.",101,14,1.0,0.7227722772277227,80000.0,False,False,0.13861386138613863
Tata Elxsi Limited,101,14,1.0,0.5247524752475248,92394.0,False,False,0.13861386138613863
SDH Systems LLC,130,18,1.0,0.5846153846153846,95472.0,False,False,0.13846153846153847
"Nutanix, Inc.",398,55,1.0,0.33668341708542715,181374.0,False,False,0.13819095477386933
NORTHWELL HEALTH,326,45,0.9938650306748467,0.588957055214724,97264.0,False,False,0.13803680981595093
"Early Warning Services, LLC",87,12,1.0,0.10344827586206896,141777.0,False,False,0.13793103448275862
"Akkodis, Inc.",247,34,1.0,0.7692307692307693,105227.20000000001,False,False,0.13765182186234817
"Ascendion, Inc. (Formerly known as Collabera, Inc.)",269,37,1.0,0.6728624535315985,122860.0,False,False,0.137546468401487
"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",73,10,1.0,0.5205479452054794,148462.91999999998,False,False,0.136986301369863
"Krasan Consulting Services, Inc.",73,10,1.0,0.8356164383561644,82368.0,False,False,0.136986301369863
MANKIND AMERICA LLC,139,19,1.0,0.9640287769784173,85925.0,False,False,0.1366906474820144
"Arup US, Inc.",103,14,1.0,0.6310679611650486,116683.0,False,False,0.13592233009708737
PACCAR Inc,141,19,1.0,0.41843971631205673,105997.0,False,False,0.1347517730496454
"Raymond James & Associates, Inc.",193,26,1.0,0.3316062176165803,142000.0,False,False,0.13471502590673576
Epsilon Data Management LLC,208,28,1.0,0.23076923076923078,140200.0,False,False,0.1346153846153846
Equifax Inc.,387,52,0.9974160206718347,0.19121447028423771,126676.0,False,False,0.1343669250645995
"Infinite Computer Solutions, Inc.",1105,148,0.9990950226244344,0.7104072398190046,110799.04000000001,False,False,0.1339366515837104
"Zensar Technologies, Inc.",314,42,1.0,0.4681528662420382,110000.0,False,False,0.1337579617834395
"Workday, Inc.",599,80,0.998330550918197,0.328881469115192,155605.0,False,False,0.1335559265442404
CyberSource Corporation,210,28,1.0,0.29523809523809524,139589.0,False,False,0.13333333333333333
"4CONSULTING, INC",105,14,1.0,0.8857142857142857,85000.0,False,False,0.13333333333333333
"GFT Infrastructure, Inc.",90,12,1.0,0.6666666666666666,105498.0,False,False,0.13333333333333333
"INSPYR Solutions, LLC",90,12,1.0,0.8111111111111111,132849.6,False,False,0.13333333333333333
Su Escuela Language Academy LLC,90,12,1.0,0.45555555555555555,41000.0,False,False,0.13333333333333333
Archer Daniels Midland Company,197,26,1.0,0.43147208121827413,120000.0,False,False,0.1319796954314721
"NetApp, Inc.",326,43,1.0,0.4110429447852761,152560.0,False,False,0.13190184049079753
Whatnot Inc.,76,10,1.0,0.7368421052631579,211500.0,False,False,0.13157894736842105
Verizon Data Services LLC,443,58,0.9954853273137697,0.0744920993227991,155324.0,False,False,0.1309255079006772
"ZIFO TECHNOLOGIES, INC",199,26,1.0,0.3869346733668342,83500.0,False,False,0.1306532663316583
"Akamai Technologies, Inc.",391,51,1.0,0.289002557544757,153489.03,False,False,0.13043478260869565
"Zoom Communications, Inc.",407,53,0.9975429975429976,0.7248157248157249,165393.5,False,False,0.13022113022113022
"Blue Yonder, Inc.",154,20,0.9935064935064936,0.43506493506493504,124337.0,False,False,0.12987012987012986
"Pinterest, Inc.",655,85,1.0,0.616793893129771,163862.0,False,False,0.1297709923664122
"Kyyba, Inc.",131,17,1.0,0.6641221374045801,119995.2,False,False,0.1297709923664122
"Worldpay, LLC",201,26,1.0,0.21393034825870647,144108.6,False,False,0.12935323383084577
"Oracle America, Inc.",2061,266,0.9985443959243085,0.7384764677341097,144781.0,False,False,0.12906356137797187
Southwest Airlines Co.,163,21,1.0,0.05521472392638037,149781.0,False,False,0.12883435582822086
Cloud Data Systems Inc,78,10,1.0,0.6538461538461539,91062.0,False,False,0.1282051282051282
Coupang Global LLC,165,21,1.0,0.6242424242424243,190486.0,False,False,0.12727272727272726
Grainger Management LLC,79,10,1.0,0.4430379746835443,140000.0,False,False,0.12658227848101267
"Group Health, Inc.",79,10,1.0,0.2911392405063291,107224.0,False,False,0.12658227848101267
Galileo Financial Technologies,87,11,1.0,0.5287356321839081,190000.0,False,False,0.12643678160919541
HL Mando America Corporation,87,11,1.0,0.2413793103448276,113120.28,False,False,0.12643678160919541
"BLIZZARD ENTERTAINMENT, INC.",103,13,1.0,0.5339805825242718,139524.0,False,False,0.1262135922330097
The Prudential Insurance Company of America,238,30,1.0,0.5756302521008403,148400.0,False,False,0.12605042016806722
"Prodapt North America, Inc.",127,16,1.0,0.6220472440944882,94544.0,False,False,0.12598425196850394
"Rivian Automotive, LLC",1063,133,1.0,0.5070555032925682,151048.0,False,False,0.1251175917215428
GlobalLogic Inc.,600,75,1.0,0.62,112986.0,False,False,0.125
VMware LLC,224,28,1.0,0.36160714285714285,190486.0,False,False,0.125
